Physical Record ID,BL record ID,ARK
001997153,014840480,ark:/81055/vdc_0000000063E4
001996955,014919273,ark:/81055/vdc_0000000200E8
001996913,014867083,ark:/81055/vdc_00000000F4A4
001996842,014784781,ark:/81055/vdc_000000059FE2
001996807,014840479,ark:/81055/vdc_00000000628E
001996759,014867082,ark:/81055/vdc_00000000F02A
001996707,014872127,ark:/81055/vdc_000000011D66
001996435,014912455,ark:/81055/vdc_00000001F66E
001996434,014939649,ark:/81055/vdc_00000002192A
001996352,014905309,ark:/81055/vdc_00000001E738
001996329,014912454,ark:/81055/vdc_00000001F64A
001996167,014872126,ark:/81055/vdc_000000011892
001995947,014861872,ark:/81055/vdc_00000000D758
001995591,014896626,ark:/81055/vdc_00000001C01A
001995205,014885461,ark:/81055/vdc_000000017A48
001995217,014912453,ark:/81055/vdc_00000001FA88
001994667,014861871,ark:/81055/vdc_00000000D644
001994668,014919272,ark:/81055/vdc_00000001FF2C
001994670,014867081,ark:/81055/vdc_00000000E568
001994439,014867080,ark:/81055/vdc_00000000F414
001994239,014867079,ark:/81055/vdc_00000000F450
001994168,014861870,ark:/81055/vdc_00000000DC92
001994104,014872125,ark:/81055/vdc_000000011CFA
001993995,014840478,ark:/81055/vdc_000000005FA0
001993778,014872124,ark:/81055/vdc_000000011C40
001993552,015106081,ark:/81055/vdc_0000000224FA
001993557,014905308,ark:/81055/vdc_00000001E864
001992935,014605601,ark:/81055/vdc_0000000294EA
002903525,014840988,ark:/81055/vdc_0000000022FE
002329424,014767956,ark:/81055/vdc_000000058DA6
001992782,014815311,ark:/81055/vdc_000000031B48
001992788,014815312,ark:/81055/vdc_00000003209A
001992816,015210971,ark:/81055/vdc_000000027684
001992743,014815308,ark:/81055/vdc_00000005AFFC
001992746,015106080,ark:/81055/vdc_000000023B80
001867294,014814562,ark:/81055/vdc_000000059CDC
001992753,014815309,ark:/81055/vdc_00000005186A
001992757,014815310,ark:/81055/vdc_00000005D40E
001992624,014815307,ark:/81055/vdc_000000052008
000975963,014839821,ark:/81055/vdc_0000000027AE
001992214,014815304,ark:/81055/vdc_00000003D776
001992215,014815305,ark:/81055/vdc_00000002C66A
001992161,014815303,ark:/81055/vdc_00000002C658
000972413,014809328,ark:/81055/vdc_00000004958A
000921612,014809015,ark:/81055/vdc_00000003A0CE
000108005,014804119,ark:/81055/vdc_000000043368
002167227,014817129,ark:/81055/vdc_0000000394EC
001991828,014756231,ark:/81055/vdc_000000054846
001991722,014815290,ark:/81055/vdc_000000031662
001991732,014815291,ark:/81055/vdc_000000030D6E
001991738,014847513,ark:/81055/vdc_00000000864C
001991735,014815292,ark:/81055/vdc_00000002ED28
003223541,014828825,ark:/81055/vdc_0000000408FC
003613000,014885752,ark:/81055/vdc_000000017F82
000236301,014816256,ark:/81055/vdc_00000002A6BA
001991790,014815295,ark:/81055/vdc_000000030FF0
001991789,014817004,ark:/81055/vdc_00000002865C
000477103,014839478,ark:/81055/vdc_000000002CF4
000860730,014808635,ark:/81055/vdc_000000056604
003589607,014830630,ark:/81055/vdc_00000005627A
001991343,014861869,ark:/81055/vdc_00000000D7EE
001990736,014840477,ark:/81055/vdc_00000000356A
001991277,014867078,ark:/81055/vdc_000000010F26
001991243,014815289,ark:/81055/vdc_000000000DDA
001991153,014896624,ark:/81055/vdc_00000001C902
001991156,014896625,ark:/81055/vdc_00000001C7B2
001991035,014891388,ark:/81055/vdc_000000019926
001990929,014815288,ark:/81055/vdc_00000003A758
001463532,015105996,ark:/81055/vdc_000000022F38
003055894,014828091,ark:/81055/vdc_000000035C34
002063817,014815449,ark:/81055/vdc_000000035C2E
001990677,014867077,ark:/81055/vdc_00000000EADE
001990558,014896622,ark:/81055/vdc_00000001C3B0
001990560,014896623,ark:/81055/vdc_00000001D79C
001770424,014774106,ark:/81055/vdc_00000002E776
001990029,014815280,ark:/81055/vdc_0000000486D8
001990031,014815281,ark:/81055/vdc_000000052D82
001990032,014815282,ark:/81055/vdc_000000057C1E
001990034,014891387,ark:/81055/vdc_000000018DF2
001990042,014815283,ark:/81055/vdc_000000034BD2
000202067,014804629,ark:/81055/vdc_000000052E42
001990000,014815278,ark:/81055/vdc_00000004F36E
003855026,014841561,ark:/81055/vdc_000000004E0C
001989869,014815275,ark:/81055/vdc_00000005A456
002568604,014840805,ark:/81055/vdc_000000004DE8
002262458,014840622,ark:/81055/vdc_000000004E1E
001989673,014815274,ark:/81055/vdc_00000002DC18
001989631,014815273,ark:/81055/vdc_000000035F34
001989389,014860597,ark:/81055/vdc_000000009FD2
001989390,014860598,ark:/81055/vdc_000000009F0C
001989388,014860596,ark:/81055/vdc_000000009F42
001989425,014885460,ark:/81055/vdc_000000017700
002956697,015106207,ark:/81055/vdc_00000002384A
001437756,014811754,ark:/81055/vdc_000000052D6A
001437757,014840107,ark:/81055/vdc_000000004D5E
001989225,014815267,ark:/81055/vdc_000000051B52
001989242,014815269,ark:/81055/vdc_000000032454
000062518,014603440,ark:/81055/vdc_000000028E30
001268021,014816722,ark:/81055/vdc_00000002AE88
003177951,014828639,ark:/81055/vdc_00000005E788
000890976,014839772,ark:/81055/vdc_000000004D3A
001988874,014847512,ark:/81055/vdc_000000008A8A
001988825,014815259,ark:/81055/vdc_0000000476B8
000034000,014866301,ark:/81055/vdc_0000000101DC
000688539,014822921,ark:/81055/vdc_000000001AD6
003642245,014830934,ark:/81055/vdc_000000041D2A
003036843,014603036,ark:/81055/vdc_000000028506
000871551,014808691,ark:/81055/vdc_00000002E37A
001988611,014815253,ark:/81055/vdc_00000003BBCE
001988625,015106078,ark:/81055/vdc_000000022788
001988615,014815254,ark:/81055/vdc_00000005DEB8
001988623,014815255,ark:/81055/vdc_000000056B20
001988638,014815256,ark:/81055/vdc_000000002FC4
001988639,014815257,ark:/81055/vdc_000000056976
001988654,014815258,ark:/81055/vdc_000000051F4E
001988655,014840476,ark:/81055/vdc_00000000458A
001988667,014939648,ark:/81055/vdc_000000021C24
001988658,015106079,ark:/81055/vdc_000000022A0A
001988588,014815252,ark:/81055/vdc_0000000486CC
000907432,014608442,ark:/81055/vdc_00000002B200
000241330,014804889,ark:/81055/vdc_00000002C7BA
001988216,014867076,ark:/81055/vdc_00000000E9CA
001988017,014867075,ark:/81055/vdc_00000000F078
001987987,014861867,ark:/81055/vdc_00000000D2E4
001987896,014912452,ark:/81055/vdc_00000001FA0A
001530656,014816814,ark:/81055/vdc_00000002862C
001987834,014815249,ark:/81055/vdc_000000053CDC
001987658,014905307,ark:/81055/vdc_00000001E3E4
001628723,014812992,ark:/81055/vdc_00000005A5E2
001987360,014847510,ark:/81055/vdc_000000006768
001987234,014815247,ark:/81055/vdc_00000002CE20
001987229,015106077,ark:/81055/vdc_000000023A7E
000557816,014806567,ark:/81055/vdc_00000002EEEA
001986827,014867074,ark:/81055/vdc_00000000EB6E
001986775,014912451,ark:/81055/vdc_00000001F46A
001986691,014919271,ark:/81055/vdc_0000000208B6
001986714,014872123,ark:/81055/vdc_000000011EDA
000265531,014805060,ark:/81055/vdc_00000005CC10
001986528,014840475,ark:/81055/vdc_000000003DC8
001986529,014815245,ark:/81055/vdc_00000005A126
001986514,014905306,ark:/81055/vdc_00000001E5E2
001986302,014872121,ark:/81055/vdc_000000011292
001985595,014896621,ark:/81055/vdc_00000001BD44
001985554,014939647,ark:/81055/vdc_000000022260
001985558,014912450,ark:/81055/vdc_00000001F75E
001985570,014896620,ark:/81055/vdc_00000001D82C
001985535,015106075,ark:/81055/vdc_000000023058
000218527,014608405,ark:/81055/vdc_00000002B0AA
001985253,014847509,ark:/81055/vdc_0000000035A0
001985252,014847508,ark:/81055/vdc_000000008E20
001985234,014861865,ark:/81055/vdc_00000000D86C
001909019,014816975,ark:/81055/vdc_00000002B4CA
001985116,014815244,ark:/81055/vdc_00000004D56E
001985039,014905305,ark:/81055/vdc_00000001E3DE
001984890,014872120,ark:/81055/vdc_00000001231E
001984689,014896619,ark:/81055/vdc_00000001B10E
001983787,014867073,ark:/81055/vdc_00000000FA20
001983789,015742925,ark:/81055/vdc_00000001DEAA
001983182,014896618,ark:/81055/vdc_00000001C8DE
001983033,014847507,ark:/81055/vdc_0000000080E2
001982525,014919269,ark:/81055/vdc_0000000209BE
001982537,014919270,ark:/81055/vdc_000000020814
001982129,014879911,ark:/81055/vdc_0000000155DC
001981922,014872119,ark:/81055/vdc_0000000117BA
001992570,014815306,ark:/81055/vdc_00000003615C
001981746,015178238,ark:/81055/vdc_00000002665E
001981555,014879910,ark:/81055/vdc_0000000173D0
001981539,014912449,ark:/81055/vdc_00000001FA64
000552517,015246251,ark:/81055/vdc_0000000276EA
001981337,014885459,ark:/81055/vdc_000000018C48
001981213,014912448,ark:/81055/vdc_00000001F812
001980544,014939645,ark:/81055/vdc_000000020C88
001980429,014815242,ark:/81055/vdc_000000035D8A
000517253,014806275,ark:/81055/vdc_00000005BCAA
001980288,014896617,ark:/81055/vdc_00000001C0E6
001980287,014896616,ark:/81055/vdc_00000001C020
001980292,014879909,ark:/81055/vdc_00000001712A
001980260,014867072,ark:/81055/vdc_00000000F2E8
002243326,014817410,ark:/81055/vdc_000000054C3C
001979900,014891386,ark:/81055/vdc_00000001A1EA
001979721,014867071,ark:/81055/vdc_00000000FDC8
001979658,014919268,ark:/81055/vdc_00000002066A
001765835,014814002,ark:/81055/vdc_000000051F90
001979064,014815239,ark:/81055/vdc_0000000370E6
001979015,014860595,ark:/81055/vdc_00000000B1E4
000251352,015742626,ark:/81055/vdc_000000022F98
003264418,014872788,ark:/81055/vdc_000000012F18
001978621,014817003,ark:/81055/vdc_000000029C10
001569476,014871888,ark:/81055/vdc_000000014586
001978170,014872118,ark:/81055/vdc_000000013A40
001978117,014867070,ark:/81055/vdc_00000000FEBE
001978053,014867069,ark:/81055/vdc_00000000F88E
001564115,014871879,ark:/81055/vdc_00000001368C
001977882,014905303,ark:/81055/vdc_00000001E2A0
001977821,014622886,ark:/81055/vdc_000000034C2C
001977253,014815236,ark:/81055/vdc_0000000344A0
001977265,015264365,ark:/81055/vdc_000000027B0A
001977207,014815235,ark:/81055/vdc_000000055E18
000434491,015105861,ark:/81055/vdc_000000022E9C
000866337,014808660,ark:/81055/vdc_00000005A58E
001976884,014635423,ark:/81055/vdc_000000043FE0
000742168,014807631,ark:/81055/vdc_00000002A024
000272180,014805078,ark:/81055/vdc_00000005E7A0
000151500,014839284,ark:/81055/vdc_000000004F20
000077497,014803969,ark:/81055/vdc_000000055974
001975901,015173101,ark:/81055/vdc_0000000251DC
001975875,014817001,ark:/81055/vdc_00000002993A
001975876,014815233,ark:/81055/vdc_00000002DC66
000440263,014805751,ark:/81055/vdc_0000000014B2
003634784,014830895,ark:/81055/vdc_00000005CDDE
001975734,015106073,ark:/81055/vdc_000000022D22
001975737,014815230,ark:/81055/vdc_00000003AAA6
000136225,014804297,ark:/81055/vdc_00000005B99E
001975723,015210970,ark:/81055/vdc_000000026B6E
003990708,014824922,ark:/81055/vdc_00000004832A
003974392,014824879,ark:/81055/vdc_0000000510EA
003971341,014824874,ark:/81055/vdc_000000042996
003970184,014832471,ark:/81055/vdc_000000042036
003953000,014841631,ark:/81055/vdc_00000000411C
001974955,015106072,ark:/81055/vdc_0000000224EE
001974829,014872115,ark:/81055/vdc_000000012A26
001974666,014867068,ark:/81055/vdc_00000000F0D2
001974519,014879908,ark:/81055/vdc_00000001560C
001974498,014872114,ark:/81055/vdc_0000000125F4
001974420,014867066,ark:/81055/vdc_00000000F372
001974425,014867067,ark:/81055/vdc_000000010752
003940895,014832240,ark:/81055/vdc_00000003F1E0
003932550,014832174,ark:/81055/vdc_0000000434CA
001974430,014896615,ark:/81055/vdc_00000001C2A2
001974431,014815227,ark:/81055/vdc_000000008E7A
001974157,014896614,ark:/81055/vdc_00000001C43A
003906042,014832015,ark:/81055/vdc_000000059F0A
003905403,014832008,ark:/81055/vdc_000000044FB8
003905401,014824726,ark:/81055/vdc_00000004F48E
003905404,014824727,ark:/81055/vdc_0000000516FC
003905405,014824728,ark:/81055/vdc_00000004FB3C
001974024,014815225,ark:/81055/vdc_000000053748
001973969,014815224,ark:/81055/vdc_000000056F16
001973850,014867065,ark:/81055/vdc_00000000E57A
001973739,014815223,ark:/81055/vdc_00000005B76A
001973630,014815220,ark:/81055/vdc_00000004E07E
003905408,014832009,ark:/81055/vdc_00000003AC7A
003905397,014832007,ark:/81055/vdc_000000048192
003895314,014824708,ark:/81055/vdc_00000004961A
003862114,014824678,ark:/81055/vdc_00000003C822
003855349,014824666,ark:/81055/vdc_000000051216
003851524,014831696,ark:/81055/vdc_00000003D1AC
003848288,014831649,ark:/81055/vdc_00000003839A
003800260,014831448,ark:/81055/vdc_0000000402CC
003800259,014831447,ark:/81055/vdc_00000003F996
003753490,014824573,ark:/81055/vdc_00000004DE2C
001973046,014815206,ark:/81055/vdc_000000033D6E
001973013,014815202,ark:/81055/vdc_0000000469B0
003659144,014824469,ark:/81055/vdc_00000004F404
003611987,014830767,ark:/81055/vdc_0000000416E2
003597952,014830672,ark:/81055/vdc_00000003CCD2
003557854,014824301,ark:/81055/vdc_00000004B072
003551140,014824296,ark:/81055/vdc_000000042B0A
001973097,014815210,ark:/81055/vdc_000000037E96
003542534,014830417,ark:/81055/vdc_000000059CAC
003542535,014848097,ark:/81055/vdc_000000006F4E
003531341,014824280,ark:/81055/vdc_000000050EFE
003524812,014824266,ark:/81055/vdc_00000004C6E6
003478941,014824216,ark:/81055/vdc_00000003CAD4
003461267,014824197,ark:/81055/vdc_00000004C644
003429141,014824164,ark:/81055/vdc_000000033CC0
003423273,014824149,ark:/81055/vdc_000000050D72
003419493,014824142,ark:/81055/vdc_00000004C668
003414637,014824134,ark:/81055/vdc_00000004F3C2
003413927,014824133,ark:/81055/vdc_00000004F3EC
003412686,014829699,ark:/81055/vdc_00000005AFC0
003412687,014824125,ark:/81055/vdc_00000004B120
003412689,014829700,ark:/81055/vdc_000000052DBE
003412696,014829702,ark:/81055/vdc_00000005AFDE
003370659,014824068,ark:/81055/vdc_00000004D808
003370677,014824069,ark:/81055/vdc_000000050EE6
001973527,014872112,ark:/81055/vdc_000000012708
003358087,014824052,ark:/81055/vdc_00000004E71A
003356862,014829368,ark:/81055/vdc_00000003A8CC
003340058,014829260,ark:/81055/vdc_00000003C7BC
001972193,014867064,ark:/81055/vdc_00000000E4EA
003339951,014824030,ark:/81055/vdc_0000000517A4
001972024,014840473,ark:/81055/vdc_000000005058
003339932,014824027,ark:/81055/vdc_00000004DC94
001971727,014815183,ark:/81055/vdc_00000005A798
001971706,014815181,ark:/81055/vdc_000000033E94
001971541,014815180,ark:/81055/vdc_00000004F206
001971523,014622884,ark:/81055/vdc_000000036A80
001971493,015178237,ark:/81055/vdc_00000002649C
001971480,014847505,ark:/81055/vdc_0000000077EE
001971379,014896613,ark:/81055/vdc_00000001C02C
003339917,014824024,ark:/81055/vdc_000000050FA0
003339929,014824025,ark:/81055/vdc_00000004E48C
001971049,014815167,ark:/81055/vdc_00000005B0B6
003339948,014824029,ark:/81055/vdc_00000004FA7C
003339952,014824031,ark:/81055/vdc_0000000501CC
003339991,014824035,ark:/81055/vdc_00000004F440
003339922,014829247,ark:/81055/vdc_00000003C0F0
001971121,014815171,ark:/81055/vdc_000000052B7E
003337380,014824022,ark:/81055/vdc_00000004FDE8
003241766,014823954,ark:/81055/vdc_0000000511F2
001971021,014815165,ark:/81055/vdc_00000004C308
001971036,014815166,ark:/81055/vdc_00000004837E
001971183,014815174,ark:/81055/vdc_00000003E346
001971199,014815175,ark:/81055/vdc_00000003B2C2
003236384,014823947,ark:/81055/vdc_00000003393C
001971280,014840472,ark:/81055/vdc_000000004704
001971291,014815178,ark:/81055/vdc_00000004AA8A
003236393,014823948,ark:/81055/vdc_000000042DAA
003220983,014828814,ark:/81055/vdc_00000003F024
003220981,014828813,ark:/81055/vdc_00000003F24C
001970579,014815160,ark:/81055/vdc_00000005C478
001970575,014840471,ark:/81055/vdc_000000006108
001970538,014784780,ark:/81055/vdc_00000005A492
003192894,014823867,ark:/81055/vdc_000000050E86
003192895,014823868,ark:/81055/vdc_00000004C530
001970515,014891385,ark:/81055/vdc_00000001A79C
001970462,014815141,ark:/81055/vdc_00000004843E
001970475,014815145,ark:/81055/vdc_00000004CEF6
001970477,014815146,ark:/81055/vdc_00000003B8DA
001970480,014815147,ark:/81055/vdc_00000003D01A
001970485,014815148,ark:/81055/vdc_00000004CE72
001970487,014815149,ark:/81055/vdc_000000048378
001970502,014815152,ark:/81055/vdc_0000000450BA
001970504,014815153,ark:/81055/vdc_00000004AB98
001970505,014815154,ark:/81055/vdc_000000037F20
001970507,014815155,ark:/81055/vdc_00000004A256
001970508,014815156,ark:/81055/vdc_00000005ED5E
001970467,014815142,ark:/81055/vdc_00000004C620
001970468,014815143,ark:/81055/vdc_00000004C488
001970472,014815144,ark:/81055/vdc_00000004A358
003192925,014823876,ark:/81055/vdc_000000046C98
001970498,014815151,ark:/81055/vdc_00000004AB8C
001970497,014815150,ark:/81055/vdc_00000004AB5C
001970509,014815157,ark:/81055/vdc_00000003350A
003192929,014823878,ark:/81055/vdc_00000004E98A
003123810,014823803,ark:/81055/vdc_000000050EAA
003123811,014823804,ark:/81055/vdc_00000004D99A
003123822,014823810,ark:/81055/vdc_00000005130C
003123801,014823799,ark:/81055/vdc_00000004BD1A
001969936,014815115,ark:/81055/vdc_000000038D84
003123812,014823805,ark:/81055/vdc_00000005118C
001970264,014815130,ark:/81055/vdc_000000035FEE
003123815,014823807,ark:/81055/vdc_00000004C1C4
003123832,014823814,ark:/81055/vdc_000000050F7C
003123834,014823815,ark:/81055/vdc_00000004D910
003123833,014828425,ark:/81055/vdc_00000003C07E
003122541,014828414,ark:/81055/vdc_00000004419C
001970269,014815131,ark:/81055/vdc_00000005CA78
001970153,014815128,ark:/81055/vdc_00000003919E
003122543,014823789,ark:/81055/vdc_000000050FB8
001970277,014815133,ark:/81055/vdc_00000003720C
003122577,014828415,ark:/81055/vdc_00000003DC3E
003122589,014823791,ark:/81055/vdc_00000004F608
000262209,014805045,ark:/81055/vdc_00000004AC88
001970281,014872110,ark:/81055/vdc_0000000142F8
001970279,014872109,ark:/81055/vdc_0000000141CC
001970290,014879907,ark:/81055/vdc_0000000154F8
001970291,014815137,ark:/81055/vdc_000000052710
003051990,014828071,ark:/81055/vdc_00000003A890
003038508,014823643,ark:/81055/vdc_000000050C7C
003038509,014823644,ark:/81055/vdc_00000004FE2A
003016986,014823622,ark:/81055/vdc_000000050AAE
002986961,014823583,ark:/81055/vdc_00000001ABB0
001970012,014815121,ark:/81055/vdc_0000000433E0
002975379,014823580,ark:/81055/vdc_000000038FEE
002950033,014823545,ark:/81055/vdc_000000038BB0
001969853,014879906,ark:/81055/vdc_000000016674
002933443,014827495,ark:/81055/vdc_00000005B986
001969789,014815112,ark:/81055/vdc_0000000475EC
003312337,014880298,ark:/81055/vdc_000000015CC0
002924143,014823522,ark:/81055/vdc_0000000513FC
001146682,014810156,ark:/81055/vdc_00000005AF54
001969590,014879904,ark:/81055/vdc_00000001713C
001969591,014879905,ark:/81055/vdc_000000017136
002909869,014827380,ark:/81055/vdc_00000005B4D0
001969582,014879902,ark:/81055/vdc_000000017340
001969579,014879901,ark:/81055/vdc_0000000172FE
002877335,014823477,ark:/81055/vdc_00000003A962
001969237,014872105,ark:/81055/vdc_000000011640
001969363,014879900,ark:/81055/vdc_0000000158E2
001969362,014774120,ark:/81055/vdc_0000000349BC
001969364,014872106,ark:/81055/vdc_000000013614
002819515,014827240,ark:/81055/vdc_0000000356BE
001969003,014635422,ark:/81055/vdc_000000043DE8
001969048,014872104,ark:/81055/vdc_0000000121B6
002809926,014823453,ark:/81055/vdc_000000039906
002800444,014827092,ark:/81055/vdc_00000003F37E
001968938,014815107,ark:/81055/vdc_000000055602
002784301,014823388,ark:/81055/vdc_000000052AEE
001968792,014815102,ark:/81055/vdc_000000035400
001968793,014756228,ark:/81055/vdc_0000000541A4
002738481,014826831,ark:/81055/vdc_00000003351C
002703925,014823290,ark:/81055/vdc_00000004E7AA
002703855,014823269,ark:/81055/vdc_000000050736
002703872,014823276,ark:/81055/vdc_00000005162A
002703854,014823268,ark:/81055/vdc_000000050AD2
001968596,014840469,ark:/81055/vdc_000000004C7A
002703940,014823297,ark:/81055/vdc_00000004FA8E
001968597,014872103,ark:/81055/vdc_000000013A5E
001968592,014872102,ark:/81055/vdc_00000001256A
001968585,014885458,ark:/81055/vdc_000000017E20
002698641,014823247,ark:/81055/vdc_0000000389D0
002694356,014823241,ark:/81055/vdc_00000004C6CE
002678005,014823234,ark:/81055/vdc_00000004A5EC
001968410,014815098,ark:/81055/vdc_00000004B2B2
001968411,014815099,ark:/81055/vdc_0000000496FE
001968405,014815096,ark:/81055/vdc_00000004F00E
001968412,014815100,ark:/81055/vdc_000000043992
002674437,014823221,ark:/81055/vdc_00000004902C
002674436,014823220,ark:/81055/vdc_0000000485EE
001968233,014815091,ark:/81055/vdc_000000055DB2
002674439,014826520,ark:/81055/vdc_000000037F9E
001968356,014815092,ark:/81055/vdc_0000000340A4
002655205,014823184,ark:/81055/vdc_000000034B24
001968147,014603321,ark:/81055/vdc_000000028C2C
001968136,014912447,ark:/81055/vdc_00000001F092
001968314,014885457,ark:/81055/vdc_000000018234
001968313,014896612,ark:/81055/vdc_00000001AE68
002649963,014826376,ark:/81055/vdc_000000044FE8
002649616,014823183,ark:/81055/vdc_00000004F43A
002646391,014826353,ark:/81055/vdc_000000040272
001967942,014815088,ark:/81055/vdc_00000002FFEE
001967943,014815089,ark:/81055/vdc_00000002FEE6
002613195,014823152,ark:/81055/vdc_000000042966
002590084,014823131,ark:/81055/vdc_00000004A844
001967842,014750894,ark:/81055/vdc_00000005297A
001967528,014840466,ark:/81055/vdc_000000005358
001967527,014872100,ark:/81055/vdc_0000000122C4
002585568,014826124,ark:/81055/vdc_00000005BA2E
002522921,015106149,ark:/81055/vdc_000000022B54
002520241,014819347,ark:/81055/vdc_00000005131E
002413764,014818690,ark:/81055/vdc_00000004203C
002401144,014818649,ark:/81055/vdc_00000003B766
001967298,015173100,ark:/81055/vdc_00000002516A
002401136,014818645,ark:/81055/vdc_000000040C02
002401152,014818653,ark:/81055/vdc_000000042D9E
001967237,014816998,ark:/81055/vdc_000000028D10
001967183,014872099,ark:/81055/vdc_0000000114A2
001967182,014815081,ark:/81055/vdc_00000005CAF0
002392411,014818534,ark:/81055/vdc_00000003FC4E
002392442,014818539,ark:/81055/vdc_000000048852
002328724,014818106,ark:/81055/vdc_000000036B22
002310297,014817889,ark:/81055/vdc_000000041058
002309885,014817853,ark:/81055/vdc_00000004A37C
001966951,014815072,ark:/81055/vdc_00000003F600
001966953,014815073,ark:/81055/vdc_00000003EB3E
001966954,014815074,ark:/81055/vdc_000000046BF6
002309889,014817855,ark:/81055/vdc_00000003D638
001966958,014815077,ark:/81055/vdc_00000004368C
001968947,014815108,ark:/81055/vdc_00000002D3AE
002309998,014817876,ark:/81055/vdc_00000003C072
002310001,014817879,ark:/81055/vdc_0000000383CA
001966658,014867063,ark:/81055/vdc_00000000F0F0
001966447,014896611,ark:/81055/vdc_00000001BA20
001966443,014847502,ark:/81055/vdc_000000009204
001966440,014767858,ark:/81055/vdc_0000000570D8
001966430,014867061,ark:/81055/vdc_00000000F08A
001966431,014867062,ark:/81055/vdc_0000000107A0
001966389,014840465,ark:/81055/vdc_000000005724
002294737,014817690,ark:/81055/vdc_000000032D2A
002292381,014817634,ark:/81055/vdc_00000004E7B0
001965549,014815065,ark:/81055/vdc_000000038514
002292386,014817635,ark:/81055/vdc_000000039F96
001965184,014815062,ark:/81055/vdc_000000043DDC
001965168,014815061,ark:/81055/vdc_00000002E200
002292388,014817636,ark:/81055/vdc_00000004FAA0
001964855,014905302,ark:/81055/vdc_00000001E240
001964849,015178236,ark:/81055/vdc_000000026748
001964771,014774119,ark:/81055/vdc_000000054126
001963471,014867059,ark:/81055/vdc_00000001083C
001963277,014879899,ark:/81055/vdc_000000015B76
002292395,014817638,ark:/81055/vdc_00000004C6B6
001962919,014939639,ark:/81055/vdc_000000020A0C
001962308,014885455,ark:/81055/vdc_000000016044
001962211,014867057,ark:/81055/vdc_00000000F35A
002292398,014817640,ark:/81055/vdc_00000003D3E6
001961865,015115712,ark:/81055/vdc_000000024BDC
001961866,015106069,ark:/81055/vdc_000000023A90
002271376,014817536,ark:/81055/vdc_00000004C1E2
001961867,014867056,ark:/81055/vdc_000000011154
001961854,014879898,ark:/81055/vdc_0000000151B6
002156314,014817074,ark:/81055/vdc_0000000511B6
001961696,014815056,ark:/81055/vdc_00000005B49A
001961703,014815057,ark:/81055/vdc_000000033DAA
001960671,015106068,ark:/81055/vdc_000000022578
001960212,015742924,ark:/81055/vdc_00000001DD78
001960171,014872098,ark:/81055/vdc_000000011CE2
001960099,014896610,ark:/81055/vdc_00000001B3A2
001959920,015178235,ark:/81055/vdc_000000025FB6
001959756,014872097,ark:/81055/vdc_00000001382A
001959541,015742923,ark:/81055/vdc_00000001DE26
002156310,014817073,ark:/81055/vdc_00000004FB2A
001959468,014847499,ark:/81055/vdc_00000000771C
001960625,014867055,ark:/81055/vdc_000000010E84
001959026,014912445,ark:/81055/vdc_00000001F3AA
002145609,014815881,ark:/81055/vdc_000000056A60
001958707,014872096,ark:/81055/vdc_00000001131C
002145612,014840581,ark:/81055/vdc_000000002406
002106625,014815671,ark:/81055/vdc_000000042A9E
002106628,014815672,ark:/81055/vdc_00000004736A
002106629,014815673,ark:/81055/vdc_000000034224
002106630,014815674,ark:/81055/vdc_00000003DB66
001958200,014919267,ark:/81055/vdc_00000002061C
001958202,014905301,ark:/81055/vdc_00000001DAF0
002078287,014815536,ark:/81055/vdc_0000000359FA
001957707,014867054,ark:/81055/vdc_000000010254
001957307,014815037,ark:/81055/vdc_00000003E85C
002078288,014815537,ark:/81055/vdc_000000040B54
002078290,014815538,ark:/81055/vdc_00000004E372
001957324,014815041,ark:/81055/vdc_000000032CEE
002055494,014815412,ark:/81055/vdc_00000003D7EE
001948469,014814965,ark:/81055/vdc_000000055F1A
001945081,014814909,ark:/81055/vdc_000000042030
001884723,014814634,ark:/81055/vdc_00000005D9F0
001878185,014814603,ark:/81055/vdc_000000051264
001863651,014814521,ark:/81055/vdc_0000000511C8
001957343,014815045,ark:/81055/vdc_00000004E02A
001956952,014815034,ark:/81055/vdc_000000001656
001956760,014847498,ark:/81055/vdc_0000000081CC
001956577,014872095,ark:/81055/vdc_000000011C70
001956578,014867053,ark:/81055/vdc_00000001030E
001956548,014860592,ark:/81055/vdc_00000000B094
001956511,014867052,ark:/81055/vdc_00000000F95A
001956451,014872094,ark:/81055/vdc_0000000148DA
001777868,014814094,ark:/81055/vdc_00000005A06C
001956180,014896609,ark:/81055/vdc_00000001C8EA
001955921,014896608,ark:/81055/vdc_00000001B882
001955905,014896607,ark:/81055/vdc_00000001CA9A
001955904,014896606,ark:/81055/vdc_00000001B894
001955902,014896605,ark:/81055/vdc_00000001BBDC
001955877,014891383,ark:/81055/vdc_00000001927E
001955879,014860591,ark:/81055/vdc_00000000A998
001955602,015173099,ark:/81055/vdc_000000024EC4
001770428,014814021,ark:/81055/vdc_000000056ABA
001770415,014814019,ark:/81055/vdc_000000056F5E
001955281,014815032,ark:/81055/vdc_0000000008FA
001955279,014840462,ark:/81055/vdc_000000003A32
001770417,014814020,ark:/81055/vdc_000000056D0C
001955024,014815030,ark:/81055/vdc_000000052A8E
001955026,015173098,ark:/81055/vdc_000000024DB6
001748266,014813840,ark:/81055/vdc_0000000433C8
001731298,014813705,ark:/81055/vdc_0000000544D4
001954741,014815028,ark:/81055/vdc_0000000362E8
001954745,014815029,ark:/81055/vdc_000000036912
