Physical Record ID,BL record ID,ARK
001211883,015105957,ark:/81055/vdc_000000022962
000113676,014846805,ark:/81055/vdc_00000000802E
001495759,014812110,ark:/81055/vdc_00000003A85A
003855542,014831727,ark:/81055/vdc_000000052A52
003855487,014831725,ark:/81055/vdc_00000002A468
003855479,014831724,ark:/81055/vdc_00000003CC4E
003855478,014831723,ark:/81055/vdc_00000003AF6E
000346656,014816295,ark:/81055/vdc_00000002A8A6
000357562,014822886,ark:/81055/vdc_000000001A8E
003854643,014831712,ark:/81055/vdc_000000033006
003855333,014891809,ark:/81055/vdc_000000019AEE
003855165,014831722,ark:/81055/vdc_00000005D49E
002064277,014815452,ark:/81055/vdc_000000044D9C
002064276,014815451,ark:/81055/vdc_00000003D2C0
003855151,014831721,ark:/81055/vdc_000000030000
001276306,015264345,ark:/81055/vdc_000000027BF4
003854976,014873089,ark:/81055/vdc_000000012150
003854973,015178528,ark:/81055/vdc_000000025B12
000188854,015115552,ark:/81055/vdc_000000024CBA
002540969,014643489,ark:/81055/vdc_0000000454C2
000276371,014767504,ark:/81055/vdc_000000057BB8
000377107,014805509,ark:/81055/vdc_000000030ACE
002640639,014768022,ark:/81055/vdc_000000058932
000162230,014622729,ark:/81055/vdc_0000000353CA
003439348,014829862,ark:/81055/vdc_000000029256
003854818,014831715,ark:/81055/vdc_00000005D1E6
003854817,014831714,ark:/81055/vdc_00000005CFCA
002957393,014605575,ark:/81055/vdc_000000029238
003854473,014867875,ark:/81055/vdc_00000000F11A
003854355,014848236,ark:/81055/vdc_000000008DFC
003854259,014831710,ark:/81055/vdc_00000005D540
002957341,014827619,ark:/81055/vdc_0000000292E0
003854100,014831708,ark:/81055/vdc_00000003307E
003853726,014848235,ark:/81055/vdc_00000000670E
002957663,014827622,ark:/81055/vdc_0000000292AA
002782476,014826998,ark:/81055/vdc_00000002CCC4
000702570,015742722,ark:/81055/vdc_00000002DE2E
002957562,014939827,ark:/81055/vdc_00000002103C
002957564,014605576,ark:/81055/vdc_0000000292D4
002957662,014939828,ark:/81055/vdc_000000021042
002096584,014815632,ark:/81055/vdc_00000003135C
003994818,014832650,ark:/81055/vdc_00000002A3E4
002227649,014817393,ark:/81055/vdc_00000002B002
003853489,014867870,ark:/81055/vdc_00000000DFD4
003853495,014824663,ark:/81055/vdc_00000005B284
000543668,014605629,ark:/81055/vdc_000000029A2A
001743094,014813786,ark:/81055/vdc_00000002FCF4
003853469,014831706,ark:/81055/vdc_0000000471D8
003853300,014824660,ark:/81055/vdc_00000004A5D4
002217635,014817366,ark:/81055/vdc_000000054CCC
003853166,014841556,ark:/81055/vdc_000000005CAC
003853089,014940037,ark:/81055/vdc_000000021A3E
003538941,014830397,ark:/81055/vdc_0000000573EA
003538940,014830396,ark:/81055/vdc_0000000571BC
001366419,014811415,ark:/81055/vdc_000000000D6E
003852562,014831703,ark:/81055/vdc_00000005A88E
003043830,014828008,ark:/81055/vdc_00000002F046
002158699,014817096,ark:/81055/vdc_00000003AA76
001063082,014939468,ark:/81055/vdc_000000021FFC
001059481,014809939,ark:/81055/vdc_000000036F54
003852438,014873086,ark:/81055/vdc_000000011A42
003852431,014848234,ark:/81055/vdc_000000008F5E
000181453,014804528,ark:/81055/vdc_000000052884
003852212,014831701,ark:/81055/vdc_00000005A600
001945818,015115710,ark:/81055/vdc_000000024714
001701575,014813473,ark:/81055/vdc_00000000055E
000747646,015742728,ark:/81055/vdc_0000000320D0
003355067,014829362,ark:/81055/vdc_00000002A972
003852157,014831699,ark:/81055/vdc_00000004EB9A
003852116,014831698,ark:/81055/vdc_000000036A68
003852089,014841553,ark:/81055/vdc_0000000029D6
000772706,014807870,ark:/81055/vdc_00000005EED2
003851739,014608799,ark:/81055/vdc_00000002CB20
003851556,014824653,ark:/81055/vdc_000000032A0C
000576590,015115587,ark:/81055/vdc_000000024B34
002437181,014767985,ark:/81055/vdc_0000000595DA
000621719,014839569,ark:/81055/vdc_0000000039D8
000436898,014871289,ark:/81055/vdc_000000012522
001373440,014939513,ark:/81055/vdc_0000000214B6
002970521,014827670,ark:/81055/vdc_000000059076
000738866,014839646,ark:/81055/vdc_000000004ABE
001842105,014814359,ark:/81055/vdc_000000059B8C
000359422,014805316,ark:/81055/vdc_00000002E91A
002676422,014768035,ark:/81055/vdc_00000005826C
002676432,014823223,ark:/81055/vdc_000000001A58
000498317,014806170,ark:/81055/vdc_0000000595E0
000292192,014839379,ark:/81055/vdc_0000000021AE
002604079,014826236,ark:/81055/vdc_000000034704
000184234,015172997,ark:/81055/vdc_000000024F96
000435923,014805726,ark:/81055/vdc_0000000591F0
002345285,014860735,ark:/81055/vdc_0000000093A2
001466075,014811856,ark:/81055/vdc_00000005A4AA
000387896,014805559,ark:/81055/vdc_00000005CA24
011834419,014820327,ark:/81055/vdc_00000005C0EE
000246444,014804934,ark:/81055/vdc_00000003A57E
000788163,014871488,ark:/81055/vdc_000000012636
001953757,014815019,ark:/81055/vdc_00000005C9BE
000176333,014796196,ark:/81055/vdc_00000005C3C4
000204521,015173000,ark:/81055/vdc_000000025380
003851277,014912721,ark:/81055/vdc_00000001EE4C
000072990,014803958,ark:/81055/vdc_000000052086
001749846,015106048,ark:/81055/vdc_000000022D76
003851227,014824645,ark:/81055/vdc_0000000018C0
002408119,014847661,ark:/81055/vdc_000000006CA8
003734226,014831282,ark:/81055/vdc_00000005C76C
001057806,014635339,ark:/81055/vdc_0000000408CC
000135521,014804283,ark:/81055/vdc_00000005D690
000427024,014871281,ark:/81055/vdc_000000013F5C
000356219,014805289,ark:/81055/vdc_00000002CB68
003850545,014768271,ark:/81055/vdc_0000000590FA
000356222,014805290,ark:/81055/vdc_00000002D52E
000356223,014805291,ark:/81055/vdc_00000002EC92
003850450,014831673,ark:/81055/vdc_000000056F3A
000356221,014816299,ark:/81055/vdc_00000002B008
003850330,014831668,ark:/81055/vdc_00000005B80C
000212676,014871181,ark:/81055/vdc_000000013542
000870303,014808677,ark:/81055/vdc_00000002EC6E
000742010,014807625,ark:/81055/vdc_00000002F0D0
000127459,014866320,ark:/81055/vdc_0000000108CC
003075162,014828154,ark:/81055/vdc_00000002B2C0
001515075,014812302,ark:/81055/vdc_00000005D01E
001552290,014939553,ark:/81055/vdc_0000000214F8
000614242,015178049,ark:/81055/vdc_00000002645A
004156727,014841680,ark:/81055/vdc_000000002D84
000584693,014816441,ark:/81055/vdc_00000002BA8E
000550040,014806492,ark:/81055/vdc_00000002EDE8
000444214,015264326,ark:/81055/vdc_000000027A26
000356226,014805292,ark:/81055/vdc_00000002CBAA
000356227,014816301,ark:/81055/vdc_0000000288C6
000217192,014608729,ark:/81055/vdc_00000002C4AE
000271883,014816281,ark:/81055/vdc_0000000286C8
000388655,014805561,ark:/81055/vdc_00000002CBB6
000910918,014808963,ark:/81055/vdc_000000053CAC
000793470,014608197,ark:/81055/vdc_000000029DC0
000733634,014608430,ark:/81055/vdc_00000002B70A
000550042,014816384,ark:/81055/vdc_00000002AF90
001758521,014813904,ark:/81055/vdc_0000000580F2
000206670,014616539,ark:/81055/vdc_00000002F718
001665298,015173084,ark:/81055/vdc_000000025356
001439593,015174020,ark:/81055/vdc_00000002567A
000188899,014871166,ark:/81055/vdc_0000000145FE
003597406,014768209,ark:/81055/vdc_000000058CA4
000812183,014767606,ark:/81055/vdc_00000005833E
000173485,014871160,ark:/81055/vdc_00000001504E
003849971,014831665,ark:/81055/vdc_00000005EB96
003531290,014622974,ark:/81055/vdc_000000034C0E
003849836,014831664,ark:/81055/vdc_00000003EB32
003390727,014829580,ark:/81055/vdc_00000002BDA6
003044936,014939849,ark:/81055/vdc_00000002138A
003850429,014824643,ark:/81055/vdc_000000046E6C
002284349,014817599,ark:/81055/vdc_00000005D08A
002095972,014815621,ark:/81055/vdc_000000029ACC
001742541,014813783,ark:/81055/vdc_0000000355E6
000513196,014806227,ark:/81055/vdc_0000000359D0
003849746,014831662,ark:/81055/vdc_00000005C66A
000170590,014804450,ark:/81055/vdc_00000005D060
001635596,014813055,ark:/81055/vdc_00000002F634
003849489,014831661,ark:/81055/vdc_00000003562E
003588169,014830620,ark:/81055/vdc_00000005519A
003849413,014824640,ark:/81055/vdc_000000001E42
003725486,015115859,ark:/81055/vdc_000000024CD8
003725487,015115860,ark:/81055/vdc_000000024A3E
002058812,014840512,ark:/81055/vdc_000000003414
003850622,014891808,ark:/81055/vdc_0000000193D4
003849191,014635554,ark:/81055/vdc_00000004082A
000941160,014635334,ark:/81055/vdc_000000042C54
000941162,014616677,ark:/81055/vdc_00000003122A
000929648,014616670,ark:/81055/vdc_0000000302CA
003848878,014831654,ark:/81055/vdc_00000003AAB2
000929649,014616671,ark:/81055/vdc_0000000302BE
000929630,014809051,ark:/81055/vdc_000000043122
003848369,014880432,ark:/81055/vdc_000000016E1E
000929687,014616673,ark:/81055/vdc_000000030216
000929709,014809058,ark:/81055/vdc_0000000302D6
001698517,014813423,ark:/81055/vdc_0000000542C4
000678466,014912264,ark:/81055/vdc_00000001EC4E
000654755,014807075,ark:/81055/vdc_000000030AC2
000654753,014816476,ark:/81055/vdc_00000002B0FE
000201383,014767491,ark:/81055/vdc_000000056F0A
003847905,014897192,ark:/81055/vdc_00000001D7D8
003847876,014848232,ark:/81055/vdc_00000000813C
000842902,014808509,ark:/81055/vdc_000000030426
003847630,014905523,ark:/81055/vdc_00000001E234
003847628,014867869,ark:/81055/vdc_00000000F13E
002058748,014872156,ark:/81055/vdc_000000012648
003666753,014841441,ark:/81055/vdc_000000002802
003846573,014628960,ark:/81055/vdc_00000003855C
003047743,014828035,ark:/81055/vdc_000000000F78
003846553,014848231,ark:/81055/vdc_000000007E8A
003846475,014873085,ark:/81055/vdc_000000011802
003846409,014880431,ark:/81055/vdc_00000001710C
003846427,014873084,ark:/81055/vdc_000000012BD6
003846189,014831637,ark:/81055/vdc_000000031EA8
001584106,014840207,ark:/81055/vdc_0000000050EE
001595596,014602908,ark:/81055/vdc_0000000281B2
003845578,014862481,ark:/81055/vdc_00000000DA58
003845582,014897191,ark:/81055/vdc_00000001C890
003845536,014862480,ark:/81055/vdc_00000000D800
003845438,014867868,ark:/81055/vdc_00000000F498
001176030,014816692,ark:/81055/vdc_0000000295EC
003845078,014831635,ark:/81055/vdc_00000002F6A0
000878498,015178094,ark:/81055/vdc_000000025A82
000878497,015178093,ark:/81055/vdc_000000025A7C
003844776,014768256,ark:/81055/vdc_000000059526
000405578,014839427,ark:/81055/vdc_000000005E20
000493308,014806102,ark:/81055/vdc_000000035E32
002309461,014939708,ark:/81055/vdc_000000021426
003844703,014831630,ark:/81055/vdc_0000000346F8
003844295,014880430,ark:/81055/vdc_00000001625A
003844296,014867866,ark:/81055/vdc_000000010BF6
003845504,014862479,ark:/81055/vdc_00000000D926
000967698,014809306,ark:/81055/vdc_00000003B54A
003843754,015106316,ark:/81055/vdc_000000022ADC
003843619,014824636,ark:/81055/vdc_00000005379C
003843615,014831629,ark:/81055/vdc_00000005E794
003843614,014831628,ark:/81055/vdc_00000005E572
003843616,014867865,ark:/81055/vdc_00000000FC8A
003843605,014891807,ark:/81055/vdc_000000018EEE
003843423,014831627,ark:/81055/vdc_00000005295C
003843433,014861134,ark:/81055/vdc_00000000A6A4
002091527,014939670,ark:/81055/vdc_000000021780
001967430,014939641,ark:/81055/vdc_0000000213DE
003843062,014862478,ark:/81055/vdc_00000000D49A
003842725,015106315,ark:/81055/vdc_000000022C08
003842724,015106314,ark:/81055/vdc_000000022BE4
001967431,014939642,ark:/81055/vdc_0000000213E4
003842680,014643615,ark:/81055/vdc_000000047D5A
001889697,014939620,ark:/81055/vdc_000000021786
001492108,014939535,ark:/81055/vdc_00000002139C
001370647,014939512,ark:/81055/vdc_00000002144A
003842478,014873083,ark:/81055/vdc_00000001356C
003842396,014831623,ark:/81055/vdc_0000000016B6
000767945,014610162,ark:/81055/vdc_00000002B69E
003842300,014873081,ark:/81055/vdc_0000000136C2
003842299,014824635,ark:/81055/vdc_000000036432
002876050,014840971,ark:/81055/vdc_000000004A64
002876051,014862174,ark:/81055/vdc_00000000B79C
003842104,014824633,ark:/81055/vdc_000000041C34
003842113,014831619,ark:/81055/vdc_00000005A31E
003842107,014831618,ark:/81055/vdc_00000003A176
003842110,014824634,ark:/81055/vdc_00000003F756
003841846,014897190,ark:/81055/vdc_00000001B066
003841845,014885776,ark:/81055/vdc_000000018CA8
003841847,014940036,ark:/81055/vdc_000000021ED6
003841675,014831616,ark:/81055/vdc_000000055A4C
003841677,014831617,ark:/81055/vdc_000000055A58
003841367,014831615,ark:/81055/vdc_00000002D528
002876054,014872580,ark:/81055/vdc_000000011FE8
002876053,014880151,ark:/81055/vdc_0000000162BA
003841263,014862477,ark:/81055/vdc_00000000B74E
002876055,014840972,ark:/81055/vdc_000000003B7C
003841028,014873080,ark:/81055/vdc_000000011A48
003840935,014831613,ark:/81055/vdc_00000005AE7C
003840744,014617165,ark:/81055/vdc_000000030AB6
003840789,014831611,ark:/81055/vdc_000000056B02
002876056,014840973,ark:/81055/vdc_000000003B3A
002876057,014840974,ark:/81055/vdc_000000005208
003840373,014824632,ark:/81055/vdc_000000043536
003840623,014831607,ark:/81055/vdc_00000004D592
003343175,014841246,ark:/81055/vdc_00000000412E
003840628,014831608,ark:/81055/vdc_000000037A82
001178635,014871672,ark:/81055/vdc_000000014742
003840545,014610227,ark:/81055/vdc_00000002CF88
000557665,014806556,ark:/81055/vdc_00000002D108
003840264,014831604,ark:/81055/vdc_000000034E7E
003839930,014831603,ark:/81055/vdc_00000003C3A2
003839926,014605693,ark:/81055/vdc_000000029B56
003317364,015115819,ark:/81055/vdc_000000024738
000529022,014839521,ark:/81055/vdc_0000000045A2
003839716,014831600,ark:/81055/vdc_00000005A76E
000529021,014806332,ark:/81055/vdc_0000000006E4
000528970,014806330,ark:/81055/vdc_000000030F36
001572187,014885368,ark:/81055/vdc_000000017BC8
001453856,014811807,ark:/81055/vdc_00000003976E
003838945,014617164,ark:/81055/vdc_000000030468
003838897,014831596,ark:/81055/vdc_00000005C196
000777803,014807929,ark:/81055/vdc_00000005539E
003838724,014831594,ark:/81055/vdc_00000002828A
003838668,014824630,ark:/81055/vdc_000000029C94
003838670,014831593,ark:/81055/vdc_000000028230
000246476,014804936,ark:/81055/vdc_00000005609A
003838655,014912720,ark:/81055/vdc_00000001F2DE
000163224,014871154,ark:/81055/vdc_00000001281C
000931140,014871568,ark:/81055/vdc_000000013C32
003838644,014831590,ark:/81055/vdc_00000005B662
003838573,014831587,ark:/81055/vdc_000000053DB4
003838574,014867864,ark:/81055/vdc_00000000FBD6
003269708,014828999,ark:/81055/vdc_000000000C0C
002589811,014826161,ark:/81055/vdc_00000002AD9E
001258842,014810915,ark:/81055/vdc_00000002F0A6
001387060,014608321,ark:/81055/vdc_00000002A6D8
003838389,014768255,ark:/81055/vdc_000000058A8E
003838298,014831584,ark:/81055/vdc_000000036F06
003838279,014831583,ark:/81055/vdc_0000000310CE
002996896,014610210,ark:/81055/vdc_00000002D9AE
002167221,014817128,ark:/81055/vdc_00000002D984
003838145,014750961,ark:/81055/vdc_000000052578
003837943,014831581,ark:/81055/vdc_00000000169E
003158025,014862283,ark:/81055/vdc_00000000B622
002967216,014939830,ark:/81055/vdc_000000021324
000932677,014809125,ark:/81055/vdc_000000037EF0
000892289,014808898,ark:/81055/vdc_000000037EEA
002589830,014616932,ark:/81055/vdc_00000002F472
003837641,014891806,ark:/81055/vdc_000000019122
002311977,014616884,ark:/81055/vdc_00000002EFF2
001620229,014912385,ark:/81055/vdc_00000001EFD2
003837610,014831575,ark:/81055/vdc_00000002BE36
003837609,014831574,ark:/81055/vdc_000000029B32
003837611,014608716,ark:/81055/vdc_00000002C304
000778836,014774038,ark:/81055/vdc_000000057906
000363704,015115566,ark:/81055/vdc_0000000246D2
003837387,014831570,ark:/81055/vdc_000000033E3A
003837388,014831571,ark:/81055/vdc_000000033E34
000363703,014871252,ark:/81055/vdc_0000000133E0
003976063,014617196,ark:/81055/vdc_00000002EBA2
001606511,014767769,ark:/81055/vdc_0000000595E6
000651312,014871410,ark:/81055/vdc_000000011CCA
000229825,014804818,ark:/81055/vdc_00000005564A
003836687,014622991,ark:/81055/vdc_000000036CC6
002434265,014602971,ark:/81055/vdc_0000000282C6
000370945,014860127,ark:/81055/vdc_00000000960C
003836465,014831566,ark:/81055/vdc_000000047F8E
000370944,014846909,ark:/81055/vdc_0000000089B8
003836194,014831562,ark:/81055/vdc_000000052410
003836184,014831561,ark:/81055/vdc_00000005E8F0
003836181,014831560,ark:/81055/vdc_00000005CEDA
003836231,014831564,ark:/81055/vdc_00000005DE4C
003836230,014831563,ark:/81055/vdc_0000000520F2
003926780,014617185,ark:/81055/vdc_00000002F2EC
003836019,014831558,ark:/81055/vdc_0000000574E6
002497607,014756278,ark:/81055/vdc_0000000546B4
002497606,014756277,ark:/81055/vdc_0000000546AE
002720492,014823317,ark:/81055/vdc_000000032886
000992184,014809510,ark:/81055/vdc_00000004C9F8
003835933,014831556,ark:/81055/vdc_00000002F4A2
001557710,014812444,ark:/81055/vdc_000000037920
000360180,014603483,ark:/81055/vdc_000000028F08
003835856,014831555,ark:/81055/vdc_000000056B56
001462880,015174021,ark:/81055/vdc_00000002571C
003835686,014831553,ark:/81055/vdc_000000033F36
003835776,014831554,ark:/81055/vdc_00000004CE90
003502239,014824237,ark:/81055/vdc_000000001848
000817686,014839707,ark:/81055/vdc_000000002AD2
002732876,014826795,ark:/81055/vdc_00000003EADE
000358566,014805307,ark:/81055/vdc_000000057432
003947094,014628967,ark:/81055/vdc_000000038622
001379492,014811480,ark:/81055/vdc_0000000354C0
003510759,014824248,ark:/81055/vdc_000000052B48
003835077,014635553,ark:/81055/vdc_000000042DCE
003835079,014831548,ark:/81055/vdc_0000000310C2
003834891,014824627,ark:/81055/vdc_00000004EDBC
003834893,014824628,ark:/81055/vdc_00000004EE46
003837682,014880429,ark:/81055/vdc_00000001642E
003834656,014831547,ark:/81055/vdc_00000002DAC8
003925990,014832133,ark:/81055/vdc_00000005A6B4
001939344,014840447,ark:/81055/vdc_000000004F08
000055303,014803870,ark:/81055/vdc_00000004D076
003898634,014750969,ark:/81055/vdc_0000000519B4
003834436,014867859,ark:/81055/vdc_000000010DD0
001375457,014822991,ark:/81055/vdc_000000001AB2
003834477,014831542,ark:/81055/vdc_000000032F52
003834476,014867862,ark:/81055/vdc_000000010DF4
002756749,014826933,ark:/81055/vdc_0000000000F0
002166833,014817120,ark:/81055/vdc_00000004FC98
000814867,014808221,ark:/81055/vdc_00000005D678
002551454,014616924,ark:/81055/vdc_00000002F61C
001818889,014814236,ark:/81055/vdc_0000000469E6
000618111,015105892,ark:/81055/vdc_000000023754
000013680,014879448,ark:/81055/vdc_000000016E30
001036142,014809734,ark:/81055/vdc_000000055F26
003977225,014832548,ark:/81055/vdc_00000002BF7A
003834381,014768253,ark:/81055/vdc_000000058CCE
003970308,014848289,ark:/81055/vdc_000000007E18
001375454,014816752,ark:/81055/vdc_0000000295BC
002805022,015115778,ark:/81055/vdc_00000002472C
003834208,015178527,ark:/81055/vdc_0000000266B8
002736510,014826813,ark:/81055/vdc_000000055A16
003834050,015173206,ark:/81055/vdc_00000002548E
003834051,014831533,ark:/81055/vdc_00000002F2D4
002322458,014818018,ark:/81055/vdc_00000005E80C
000923780,014809025,ark:/81055/vdc_00000005B0CE
000912600,014808973,ark:/81055/vdc_00000005562C
000835750,014839719,ark:/81055/vdc_000000005C40
003833079,014628958,ark:/81055/vdc_00000003842A
003833080,014831529,ark:/81055/vdc_000000045D9E
003833085,014643613,ark:/81055/vdc_000000045CD2
003833083,014643612,ark:/81055/vdc_00000001EBC4
003833084,014831530,ark:/81055/vdc_00000002A990
003833086,014831531,ark:/81055/vdc_000000029D1E
000779187,015115608,ark:/81055/vdc_000000024678
003832441,014873077,ark:/81055/vdc_000000013494
003832088,014841531,ark:/81055/vdc_000000002E92
003832065,014756405,ark:/81055/vdc_0000000548E2
003832102,014768248,ark:/81055/vdc_000000056514
003832104,014768249,ark:/81055/vdc_000000056EF8
003832105,014768250,ark:/81055/vdc_00000005984A
000759260,014807796,ark:/81055/vdc_00000003A134
000672114,014847037,ark:/81055/vdc_000000006AE6
003832110,014756406,ark:/81055/vdc_0000000562CE
003832111,014768251,ark:/81055/vdc_000000059520
003832113,014768252,ark:/81055/vdc_0000000590F4
003832072,014824623,ark:/81055/vdc_000000001AAC
003832137,014831527,ark:/81055/vdc_000000052F62
000467783,014871307,ark:/81055/vdc_000000013644
000439706,015111136,ark:/81055/vdc_000000023D24
000260828,014805022,ark:/81055/vdc_000000045F4E
003831760,014831526,ark:/81055/vdc_00000004F0DA
000238054,014885095,ark:/81055/vdc_00000001605C
003831671,014831524,ark:/81055/vdc_000000058164
003831670,014841529,ark:/81055/vdc_000000005BBC
003831668,014831523,ark:/81055/vdc_00000005816A
003831680,014831525,ark:/81055/vdc_000000035B8C
000050408,014803813,ark:/81055/vdc_0000000575E8
000104780,014804105,ark:/81055/vdc_000000043BD2
003831658,014831522,ark:/81055/vdc_00000003FB6A
003831419,014831521,ark:/81055/vdc_0000000583B0
003831345,014880425,ark:/81055/vdc_000000016560
001512787,014812266,ark:/81055/vdc_000000051F18
003831146,014831520,ark:/81055/vdc_00000003553E
003831144,014831518,ark:/81055/vdc_000000053244
000441602,014816329,ark:/81055/vdc_000000029A36
003599458,014635537,ark:/81055/vdc_0000000440AC
003830957,014831516,ark:/81055/vdc_000000029520
003830860,015743138,ark:/81055/vdc_00000005D6BA
000409808,014784765,ark:/81055/vdc_000000059C94
003830788,014841527,ark:/81055/vdc_000000002E9E
003830646,014841525,ark:/81055/vdc_000000005CA6
000661130,014807125,ark:/81055/vdc_0000000599B2
003830598,014841524,ark:/81055/vdc_000000002A60
003830599,014824622,ark:/81055/vdc_000000001B84
003830531,014848223,ark:/81055/vdc_000000007656
003830533,014873076,ark:/81055/vdc_0000000120F0
003830522,014873075,ark:/81055/vdc_000000014DF0
003830511,014919472,ark:/81055/vdc_0000000203A0
003830512,014891805,ark:/81055/vdc_000000019614
003830516,014897189,ark:/81055/vdc_00000001CDA0
003830521,014905522,ark:/81055/vdc_00000001E62A
000351610,014805268,ark:/81055/vdc_00000005BE78
003925962,015173216,ark:/81055/vdc_000000025254
003830303,014628957,ark:/81055/vdc_0000000379BC
003194413,014828715,ark:/81055/vdc_000000041E74
002778443,014826954,ark:/81055/vdc_000000041EDA
003830100,014831510,ark:/81055/vdc_000000051AF2
003830066,014768246,ark:/81055/vdc_0000000590E8
003830067,014841523,ark:/81055/vdc_000000003132
003830065,014756404,ark:/81055/vdc_0000000561D8
003829969,015178526,ark:/81055/vdc_0000000264BA
003829952,014831509,ark:/81055/vdc_000000035FDC
003829773,014897188,ark:/81055/vdc_00000001C608
003829596,014919470,ark:/81055/vdc_000000020634
003829598,014919471,ark:/81055/vdc_0000000205DA
002370516,014818359,ark:/81055/vdc_00000004009E
003829427,014867857,ark:/81055/vdc_00000000F810
001712877,014813529,ark:/81055/vdc_0000000400B6
003829292,014861133,ark:/81055/vdc_00000000AFA4
003829290,014841522,ark:/81055/vdc_000000006378
003829293,014891804,ark:/81055/vdc_00000001A11E
003829190,014891803,ark:/81055/vdc_00000001A26E
003828499,014905521,ark:/81055/vdc_00000001DA78
003828329,014873074,ark:/81055/vdc_00000001489E
003828337,014831505,ark:/81055/vdc_00000005B386
003828333,014824621,ark:/81055/vdc_000000036534
001345542,014811336,ark:/81055/vdc_000000042336
001345547,014811337,ark:/81055/vdc_000000044FF4
003828188,014867856,ark:/81055/vdc_00000000FE3A
003828136,015264408,ark:/81055/vdc_000000027B46
003828063,014867855,ark:/81055/vdc_000000010272
003827940,014848219,ark:/81055/vdc_000000008EEC
003827942,014848220,ark:/81055/vdc_00000000793E
003827946,014848221,ark:/81055/vdc_00000000744C
003827803,014867854,ark:/81055/vdc_00000000EFE8
003827332,014897187,ark:/81055/vdc_00000001D766
003826983,014867853,ark:/81055/vdc_00000000F648
003826958,014919469,ark:/81055/vdc_000000020358
003826959,014891802,ark:/81055/vdc_00000001A154
003826797,014831503,ark:/81055/vdc_00000003E3D0
003826435,014912719,ark:/81055/vdc_00000001FBAE
000725440,014807454,ark:/81055/vdc_00000003F0D8
000672049,014807161,ark:/81055/vdc_00000004078E
003826016,014831499,ark:/81055/vdc_00000002D7F2
003826018,014831500,ark:/81055/vdc_00000002C32E
003825851,014940032,ark:/81055/vdc_000000021C5A
003825850,014873073,ark:/81055/vdc_0000000143DC
003825853,014912718,ark:/81055/vdc_00000001F2B4
003825821,014831498,ark:/81055/vdc_000000000A86
003825887,014610226,ark:/81055/vdc_00000002CDFC
000434930,014805721,ark:/81055/vdc_000000042324
000017591,014803587,ark:/81055/vdc_000000040068
003825339,014635552,ark:/81055/vdc_000000042522
002782282,014847809,ark:/81055/vdc_000000008CD6
003825331,014831497,ark:/81055/vdc_00000005CE9E
000825954,014808348,ark:/81055/vdc_0000000396AE
002638094,014860827,ark:/81055/vdc_000000009F24
003996728,014824942,ark:/81055/vdc_000000002100
003824894,014912717,ark:/81055/vdc_00000001FCE6
003824758,014848217,ark:/81055/vdc_000000008E4A
003824676,014848216,ark:/81055/vdc_000000007B72
003824682,014905520,ark:/81055/vdc_00000001E8B2
003824684,014867852,ark:/81055/vdc_00000000F072
003824582,014891800,ark:/81055/vdc_00000001A8A4
003824532,014912716,ark:/81055/vdc_00000001F6E0
003824423,014831494,ark:/81055/vdc_000000036588
003824280,014919468,ark:/81055/vdc_00000002013C
003996724,014768330,ark:/81055/vdc_0000000578BE
003824145,014841521,ark:/81055/vdc_0000000056E2
003996737,014768331,ark:/81055/vdc_0000000578C4
003214302,014912635,ark:/81055/vdc_00000001F04A
003214350,014617052,ark:/81055/vdc_000000030246
003214382,014610216,ark:/81055/vdc_00000002D786
003214389,014756339,ark:/81055/vdc_000000053C6A
003996743,014867954,ark:/81055/vdc_000000010BBA
001346335,014608220,ark:/81055/vdc_000000029DF0
002042059,014912459,ark:/81055/vdc_00000001EDCE
003832109,014841532,ark:/81055/vdc_00000000444C
003824002,014867851,ark:/81055/vdc_00000001036E
003424292,014829790,ark:/81055/vdc_0000000050C4
001958657,014815047,ark:/81055/vdc_000000059628
003823780,014608715,ark:/81055/vdc_00000002C430
003823739,014831492,ark:/81055/vdc_00000005C316
003823750,014617158,ark:/81055/vdc_000000032F22
003823643,014831491,ark:/81055/vdc_00000002E512
001690362,014767796,ark:/81055/vdc_00000005900A
003823628,014622990,ark:/81055/vdc_000000036BE2
003823623,014603466,ark:/81055/vdc_000000028E96
001625649,014616776,ark:/81055/vdc_000000031452
001603177,014812813,ark:/81055/vdc_00000005A5B8
003823421,014617157,ark:/81055/vdc_00000002F952
003823439,014867850,ark:/81055/vdc_00000000E3FA
003823383,014831486,ark:/81055/vdc_00000002DF72
001503026,014756191,ark:/81055/vdc_000000055014
001444637,014811784,ark:/81055/vdc_0000000580CE
001196822,014767690,ark:/81055/vdc_00000005869E
003823277,015106312,ark:/81055/vdc_0000000226F2
003823278,014608617,ark:/81055/vdc_00000002BC26
003823235,014905519,ark:/81055/vdc_00000001E690
003823010,014756403,ark:/81055/vdc_000000053106
003822971,014897186,ark:/81055/vdc_00000001CC7A
000930454,014756133,ark:/81055/vdc_000000054ACE
000807326,014756117,ark:/81055/vdc_00000005555A
003822813,014824617,ark:/81055/vdc_000000049F1A
003822674,014605692,ark:/81055/vdc_000000029AB4
003822609,014905518,ark:/81055/vdc_00000001E024
003822541,015178525,ark:/81055/vdc_00000002694C
003822530,014831483,ark:/81055/vdc_00000002A744
000807327,014808100,ark:/81055/vdc_0000000548BE
003822487,014848215,ark:/81055/vdc_000000006630
